age	job	marital	education	default	housing	loan	contact	month	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
26	3	2	3	1	2	1	2	7	3	1087	1	3	1	3	-0.29166666666666663	0.42322681215900104	0.046025104602510414	-0.8780045351473924	-0.7882797731569013	1
52	7	1	3	1	2	1	1	3	3	147	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
35	1	1	1	1	2	2	2	2	3	782	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
42	3	3	3	1	2	1	2	1	2	232	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
46	10	3	1	1	1	1	2	2	5	231	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
40	5	1	4	1	2	1	2	2	3	92	6	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9614512471655325	1.0	0
58	3	1	3	1	2	1	1	7	3	129	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
52	1	1	5	1	1	1	1	5	4	156	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
30	3	3	3	1	2	2	1	3	5	198	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
44	1	1	1	1	2	1	1	7	3	135	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9659863945578226	1.0	0
30	6	2	3	1	2	1	2	2	4	27	7	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.918820861678004	1.0	0
43	1	1	6	1	2	1	1	5	2	272	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
39	2	2	2	1	1	1	1	7	1	308	6	999	0	1	-0.29166666666666663	0.42322681215900104	0.046025104602510414	-0.8807256235827665	-0.7882797731569013	1
43	6	1	1	1	1	1	1	7	1	180	1	6	2	2	-0.7916666666666665	-1.0	0.6234309623430958	-0.8938775510204082	-0.14858223062382336	0
37	3	2	3	1	2	1	1	8	1	416	2	999	0	1	-1.0	-0.8207326578332044	1.0	-0.961451247165533	-0.5924385633270361	1
32	5	1	3	1	2	1	1	7	4	137	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.965079365079365	1.0	0
40	3	2	4	1	1	1	1	1	5	43	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
46	5	3	3	1	2	1	2	2	1	1288	3	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9646258503401357	1.0	0
33	2	2	2	1	1	1	1	1	4	367	2	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
49	6	3	3	1	2	1	2	1	1	170	7	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9179138321995464	0.7194706994328897	0
52	6	1	2	1	2	1	1	7	5	408	1	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.8875283446712019	-0.14858223062382336	1
31	3	2	3	1	1	1	1	1	3	244	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6739229024943311	0.024574669187146014	0
32	1	1	1	1	1	1	2	2	2	261	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9609977324263037	1.0	0
37	3	2	3	1	2	1	1	7	2	125	11	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
45	9	1	5	1	2	1	1	7	4	76	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
28	1	2	1	1	2	1	2	1	1	489	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
37	5	1	4	1	1	1	2	1	1	834	9	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
34	8	2	3	1	1	1	1	1	4	87	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
39	2	1	1	1	1	1	2	1	5	322	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
31	3	2	3	1	1	2	2	7	5	115	2	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.8875283446712019	-0.14858223062382336	0
41	6	1	2	1	1	1	1	1	3	180	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7238095238095239	0.024574669187146014	0
55	3	1	2	1	2	1	2	8	3	317	2	10	3	3	-0.04166666666666663	0.8706157443491804	-0.8912133891213392	-0.8448979591836736	-1.0	0
49	1	1	1	1	2	1	1	1	5	135	1	999	2	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
26	3	1	2	1	2	1	2	2	1	120	6	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9555555555555555	1.0	0
38	6	3	3	1	1	1	1	5	5	543	9	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
38	3	1	3	1	1	1	2	1	5	47	5	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
49	9	1	4	1	1	1	1	5	4	351	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
51	5	1	4	1	1	2	1	7	4	246	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
41	2	3	1	1	1	1	2	2	4	163	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.918820861678004	1.0	0
32	2	1	2	1	2	1	2	1	4	175	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
46	2	1	2	1	1	1	1	7	5	183	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
33	5	3	4	1	2	1	2	1	2	85	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
68	7	3	4	1	1	1	1	8	5	418	2	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9578231292517008	-0.5924385633270361	1
41	1	1	1	1	1	1	1	9	1	69	1	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
32	3	2	3	1	1	1	1	7	5	460	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
29	3	2	3	1	2	1	1	1	5	245	6	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
36	3	1	3	1	1	1	1	1	5	196	1	999	0	1	-0.33333333333333326	0.30553390491037646	-0.09623430962343127	-0.9718820861678006	-0.6589792060491533	1
37	3	2	3	1	1	1	1	7	1	212	7	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
36	3	1	3	1	2	1	1	7	3	147	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9659863945578226	1.0	0
33	10	3	4	1	1	1	1	7	3	151	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
53	6	1	3	1	1	2	2	7	1	81	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
56	6	1	3	1	1	1	1	5	5	90	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
33	6	1	4	1	2	1	1	1	4	578	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	1
48	3	3	1	1	2	1	1	5	5	1424	4	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	1
22	11	2	2	1	2	1	1	7	4	53	2	3	1	3	-0.7916666666666665	-1.0	0.6234309623430958	-0.8920634920634921	-0.14858223062382336	0
50	3	3	3	1	1	1	1	7	5	23	9	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
58	7	1	4	1	2	1	1	3	2	577	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
56	7	1	4	1	1	1	1	7	3	202	5	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
53	4	3	3	1	2	1	1	5	3	397	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
80	7	3	5	1	2	2	1	10	1	720	5	999	1	2	-0.8333333333333333	-0.6009353078721773	0.48953974895397456	-0.962358276643991	-0.5470699432892303	0
50	6	1	3	1	1	1	2	9	1	198	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
33	2	2	2	1	1	1	2	1	4	789	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
29	5	2	3	1	2	2	1	3	4	57	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
45	4	2	1	1	1	1	1	9	2	156	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
34	3	3	3	1	1	1	1	1	5	25	4	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7024943310657598	0.024574669187146014	0
35	3	1	3	1	1	1	1	3	3	690	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
46	3	2	2	1	2	1	1	7	4	329	2	9	4	2	-0.29166666666666663	0.42322681215900104	0.046025104602510414	-0.8780045351473924	-0.7882797731569013	0
33	3	2	2	1	1	1	1	7	5	195	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
51	3	1	3	1	2	1	1	3	5	104	2	1	1	3	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
58	3	1	2	1	2	1	1	7	4	214	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.965079365079365	1.0	0
45	9	2	1	1	1	1	2	2	3	113	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
31	5	1	2	1	1	2	1	3	4	232	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
24	11	2	4	1	2	1	1	3	3	180	2	999	1	2	-1.0	-0.6508183943881534	0.7322175732217571	-0.9605442176870749	-0.5924385633270361	0
37	2	3	2	1	1	1	2	2	5	42	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
48	5	1	4	1	2	2	1	5	2	266	5	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
46	3	1	2	1	1	1	1	3	4	308	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
56	5	1	5	1	1	1	2	1	3	143	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
33	4	2	4	1	1	1	1	5	5	85	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
42	1	1	1	1	1	2	1	1	5	63	4	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
54	1	1	1	1	2	1	1	2	1	258	2	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7129251700680272	-0.14858223062382336	1
28	5	2	2	1	1	1	2	5	5	166	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
38	5	1	2	1	2	1	1	7	5	100	5	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
30	5	2	3	1	2	1	1	4	4	327	2	999	0	1	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.8893424036281179	-1.0	1
55	5	1	4	1	1	1	1	8	5	182	1	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9514739229024944	-0.5924385633270361	0
45	5	1	4	1	2	1	1	5	2	158	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
25	3	2	2	1	1	1	1	5	4	418	4	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
54	6	1	2	1	2	1	1	7	3	725	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
28	5	2	3	1	1	1	1	6	3	120	3	999	0	1	-0.33333333333333326	-0.4996102883865916	-0.93305439330544	-0.4666666666666668	0.024574669187146014	1
33	1	1	1	1	1	1	1	3	2	244	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
48	3	3	3	1	2	1	2	2	1	94	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9646258503401357	1.0	0
36	5	1	2	1	2	1	2	2	5	128	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
38	2	2	2	1	2	1	1	4	1	256	2	999	0	1	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.889795918367347	-1.0	1
42	3	3	3	1	1	2	1	7	1	153	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
24	3	2	3	1	1	1	1	9	3	393	3	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
33	3	2	3	1	1	2	1	7	4	44	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9623582766439907	1.0	0
34	8	1	5	1	2	1	2	1	2	75	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
52	5	1	3	1	2	1	1	1	4	211	1	3	4	3	-0.33333333333333326	0.30553390491037646	-0.09623430962343127	-0.980952380952381	-0.6589792060491533	1
29	3	1	2	1	1	1	1	1	3	106	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
54	5	1	4	1	2	1	1	5	1	796	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
43	1	1	1	1	2	1	2	2	4	246	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.918820861678004	1.0	0
60	7	1	2	1	2	1	1	1	4	181	3	6	1	3	-0.33333333333333326	0.30553390491037646	-0.09623430962343127	-0.9709750566893425	-0.6589792060491533	1
49	3	3	2	1	2	1	1	5	4	602	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9605442176870749	1.0	0
34	3	1	3	1	1	1	1	1	3	351	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
32	3	1	1	1	2	1	1	5	3	77	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
54	7	3	3	1	2	1	1	3	1	296	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
35	2	1	2	1	1	1	1	1	1	104	4	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
44	2	1	1	1	1	1	2	1	1	109	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9179138321995464	0.7194706994328897	0
63	7	1	4	1	2	1	1	10	3	83	4	999	0	1	-0.8333333333333333	-0.6009353078721773	0.48953974895397456	-0.9678004535147393	-0.5470699432892303	0
28	5	1	3	1	1	2	1	1	4	175	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
31	2	1	2	1	1	1	1	1	3	32	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7238095238095239	0.024574669187146014	0
33	6	1	3	1	2	1	2	1	3	405	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
25	3	2	3	1	2	1	1	5	1	835	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
44	3	3	3	1	1	2	1	2	5	130	1	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7156462585034015	-0.14858223062382336	0
54	5	1	3	1	1	1	1	7	4	252	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
54	9	1	4	1	1	1	2	2	3	152	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
32	5	1	4	1	2	1	1	1	1	158	2	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
46	3	1	2	1	2	1	1	9	4	243	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6689342403628119	0.024574669187146014	0
57	7	3	4	1	2	1	2	2	2	203	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9623582766439907	1.0	0
30	5	2	4	1	2	1	1	3	4	214	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
54	6	1	3	1	1	1	1	5	2	281	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
48	4	1	3	1	1	1	1	3	5	141	2	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
28	2	1	2	1	2	1	1	5	5	171	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
37	3	1	3	1	1	1	1	3	3	386	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
40	5	1	1	1	2	1	2	3	2	319	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
28	5	1	3	1	1	1	1	1	4	402	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6861678004535148	0.024574669187146014	0
41	1	1	1	1	2	1	2	2	3	95	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9183673469387756	1.0	0
45	3	1	4	1	2	1	1	5	1	49	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
43	1	1	6	1	1	1	2	2	5	169	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
35	9	1	5	1	1	1	1	7	3	87	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
36	1	2	5	1	1	1	1	1	4	279	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
57	3	1	3	1	2	2	1	5	3	231	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
27	4	1	3	1	2	1	2	5	2	215	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
29	6	2	3	1	2	1	2	1	1	118	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
54	2	1	2	1	1	1	2	2	5	184	5	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
39	3	1	2	1	2	1	2	1	2	726	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
36	1	1	1	1	1	1	1	3	5	320	1	999	2	2	-1.0	-0.6508183943881534	0.7322175732217571	-0.963718820861678	-0.5924385633270361	0
59	3	1	2	1	1	1	1	7	2	1019	2	2	1	3	-0.7916666666666665	-1.0	0.6234309623430958	-0.8870748299319728	-0.14858223062382336	1
56	5	1	3	1	2	2	2	2	3	69	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9183673469387756	1.0	0
51	5	3	4	1	2	2	1	7	1	50	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
59	1	1	5	1	1	1	1	7	5	258	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
31	2	1	1	1	1	1	1	5	2	537	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	1
21	1	1	1	1	2	2	1	5	2	89	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
33	5	2	4	1	1	1	1	7	2	90	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9646258503401357	1.0	0
46	8	2	3	1	2	1	1	9	3	89	3	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
35	5	1	3	1	2	2	1	7	5	204	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
32	4	2	3	1	1	1	1	10	3	205	4	999	1	2	-0.8333333333333333	-0.6009353078721773	0.48953974895397456	-0.9678004535147393	-0.5470699432892303	1
35	2	1	2	1	1	1	1	9	1	36	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
32	4	2	3	1	1	1	1	1	3	66	3	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
34	5	1	4	1	1	1	2	4	3	157	5	999	0	1	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.8893424036281179	-1.0	0
60	7	3	2	1	2	1	1	4	2	99	2	999	2	2	-1.0	-0.8612626656274358	0.757322175732217	-0.9396825396825397	-0.5924385633270361	0
43	2	3	2	1	2	1	1	5	3	388	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
58	5	1	5	1	1	1	2	8	2	88	1	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9523809523809524	-0.5924385633270361	0
31	3	2	3	1	1	1	1	3	4	114	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
38	1	2	5	1	2	1	1	1	4	121	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
35	6	1	3	1	2	1	1	1	4	304	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6861678004535148	0.024574669187146014	0
31	3	2	2	1	2	1	1	5	2	75	4	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
30	4	1	4	1	1	1	1	3	4	329	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
41	2	1	2	1	1	1	2	1	5	59	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
53	1	1	5	1	1	1	1	3	1	180	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
58	7	1	5	1	1	1	2	2	5	159	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
28	4	2	3	1	1	1	1	6	1	186	2	999	0	1	-0.33333333333333326	-0.4996102883865916	-0.93305439330544	-0.5442176870748301	0.024574669187146014	0
38	1	1	1	1	2	2	2	1	3	159	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
32	5	2	4	1	1	1	1	1	2	97	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
36	3	1	3	1	2	1	1	2	3	174	1	3	1	3	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7138321995464854	-0.14858223062382336	1
27	1	1	1	1	1	2	2	1	1	152	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
46	6	1	1	1	1	1	1	3	1	996	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
40	3	1	3	1	2	1	1	9	4	815	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6689342403628119	0.024574669187146014	1
31	5	1	4	1	1	1	2	2	5	208	1	999	0	1	-0.29166666666666663	0.44505066250974323	-0.07949790794979084	-0.9600907029478458	-0.7882797731569013	1
45	3	1	3	1	1	2	1	1	1	300	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
49	4	1	2	1	2	1	1	1	1	532	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	1
52	4	1	3	1	2	1	2	1	5	31	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
53	3	3	2	1	1	1	1	2	3	70	1	999	1	2	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7138321995464854	-0.14858223062382336	0
48	2	2	2	1	1	1	1	9	1	267	2	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
32	5	1	4	1	2	1	2	2	4	805	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.918820861678004	1.0	0
34	1	2	1	1	2	1	1	3	2	127	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
35	5	1	4	1	2	1	2	2	4	159	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
38	11	2	3	1	2	1	2	1	4	619	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
53	5	2	4	1	1	1	1	3	2	1468	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	1
44	5	3	4	1	2	1	2	2	4	112	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9605442176870749	1.0	0
53	3	3	2	1	1	1	1	7	5	159	2	3	1	3	-0.7916666666666665	-1.0	0.6234309623430958	-0.907936507936508	-0.14858223062382336	0
39	6	2	1	1	1	1	1	3	3	125	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
38	8	1	1	1	2	1	1	3	4	166	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
33	2	1	2	1	1	1	1	2	2	274	2	12	2	3	-0.29166666666666663	0.44505066250974323	-0.07949790794979084	-0.9401360544217687	-0.7882797731569013	1
29	5	2	3	1	1	2	1	7	2	225	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9646258503401357	1.0	0
33	10	2	3	1	2	1	1	7	4	126	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9623582766439907	1.0	0
33	3	2	3	1	2	1	1	6	5	406	2	999	1	2	-0.33333333333333326	-0.4996102883865916	-0.93305439330544	-0.5560090702947846	0.024574669187146014	1
28	3	2	3	1	2	1	1	8	1	317	2	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9528344671201814	-0.5924385633270361	0
